CandidateID,Designation,Have you Completed your Graduation ?,Highest Educational Qualification,Total no of years Experience [before joining Piramal],Previous Industry worked with [before joining Piramal],Name of your Previous Organization / Company,How many Organization that you have worked before joining Piramal Finance ?,Average Incentive [per month] earned in your pervious company ?,How did you come to know about the role at Piramal Finance ?,Which Products you are selling in your pervious role ?,What was the average ticket size handled at your end in previous role ?,How many members are there in your family ?,How many are earning family members ? [Other then yourself]2,How many members are dependent on you ?,Department,DOJ,Location Code,Residential Pincode,Branch Pincode,Performance
EMP0617,DST,Full Time,Graduate,6,Banking,axis bank ,03-May,Above 10K,Referral,Others;MSME / SME Loans;,INR 15L and above,5 & Above members,2,7,Business Loans,17-10-22,6294,110092,201010,0
EMP0569,DST,Full Time,Post Graduate,6,NBFC,BAJAJ FINANCE LTD ,03-May,Above 10K,Referral,Others;Personal Loans;,INR 50K - INR 2L,5 & Above members,3,2,Mass Affluent Housing,29-09-22,6261,208012,208001,1
EMP0681,DST,Full Time,Post Graduate,1.5,NBFC,Mahindra finance ,01-Feb,7K-10K,Referral,Housing Loans;Personal Loans;, INR 2L - INR 5L,3 - 4 members,2,3,Sales,08-09-22,6197,423105,423105,0
EMP0260,DST,Full Time,Graduate,4,Banking,DBS BANK LTD,03-May,7K-10K,Referral,Personal Loans;Others;,INR 15L and above,1 - 2 members,0,1,Sales,16-10-23,6043,641035,641012,0
EMP0419,DST,Full Time,Post Graduate,2,NBFC,Muthottu mini financiers ltd,01-Feb,3K-7K,Consultant / Partners,Others;,INR 50K - INR 2L,3 - 4 members,0,3,Mass Affluent Housing,21-03-22,6046,625020,625002,1
EMP0343,DST,Part time,Others,5.9,NBFC,TATA CAPITAL FINANCIAL SERVICES LIMITED,5+,Above 10K,Referral,Personal Loans;,INR 15L and above,5 & Above members,1,7,Sales,24-11-23,6298,201301,110076,1
EMP0159,DST,Full Time,Graduate,1.5,Banking,SBI SECURITIES ,01-Feb,Less than 3K,Direct Application,Housing Loans;,INR 15L and above,3 - 4 members,0,3,Affordable Housing,03-04-23,6278,141007,141001,0
EMP0121,DST,Full Time,Graduate,3,NBFC,AAVAS FINENCIERS LTD,01-Feb,3K-7K,others,Housing Loans;,INR 15L and above,3 - 4 members,1,2,Affordable Housing,23-01-23,6414,243302,243601,0
EMP0002,DST,Full Time,Graduate,8,NBFC,Altum credo home finance,03-May,7K-10K,Referral,Housing Loans;MSME / SME Loans;,INR 5L - INR 15L,5 & Above members,0,4,Budget Housing,02-02-23,6048,620001,620001,1
EMP0385,DST,Full Time,Post Graduate,4,others,North East Zone Welfare Development Society ,01-Feb,Above 10K,Advertisement / Job Portal,Others;,INR 15L and above,1 - 2 members,2,1,Affordable Housing,01-12-22,6331,783131,781335,0
EMP0086,DST,Full Time,Post Graduate,2,NBFC,SMFG,01-Feb,Above 10K,Referral,Housing Loans;,INR 15L and above,3 - 4 members,4,4,Mass Affluent Housing,26-10-23,6023,500007,500062,0
EMP0113,DST,Full Time,Graduate,7,others,Axis Bank ,03-May,3K-7K,Advertisement / Job Portal,Housing Loans;,INR 50K and below,3 - 4 members,500000,3,Affordable Housing,24-04-23,6307,123401,123401,0
EMP0145,DST,Full Time,Graduate,10,Banking,IDFC first Bank ,5+,Above 10K,Referral,Personal Loans;,INR 15L and above,3 - 4 members,1,1,Sales,02-03-23,6214,829144,834001,1
EMP0836,DST,Full Time,Graduate,9,NBFC,,03-May,3K-7K,Referral,Unsecure Business Loan,INR 10L and above,1 - 2 members,,2,Business Loans,20-04-23,6043,641014,641012,1
EMP0035,DST,Full Time,Post Graduate,2,Banking,Axis Bank ,01-Feb,Nil,Consultant / Partners,Housing Loans;MSME / SME Loans;,INR 50K and below,5 & Above members,3,0,Mass Affluent Housing,18-04-22,6264,274603,273001,1
EMP0734,DST,,,,NBFC,,,Above 10K,Referral,Housing Loan, INR 2L - INR 5L,3 - 4 members,,3,Mass Affluent Housing,15-12-23,6294,201102,201010,1
EMP0250,DST,Full Time,Graduate,6,Banking,HDFC sales ,5+,7K-10K,Referral,Housing Loans;Car Loans / Used Car Loans;, INR 2L - INR 5L,3 - 4 members,1,5,Mass Affluent Housing,27-02-23,6037,600081,600116,0
EMP0302,DST,Full Time,Post Graduate,8,Banking,HDB financial services ,01-Feb,Less than 3K,Referral,Current / Savings account [CASA];,INR 50K and below,3 - 4 members,2,3,Affordable Housing,17-04-23,6053,613001,631001,0
EMP0130,DST,Full Time,Graduate,4,others,Al Arz Automatic Bakery,01-Feb,Nil,Referral,Others;,Fresher,5 & Above members,2,3,Mass Affluent Housing,02-02-22,6370,421201,421302,0
EMP0546,DST,Full Time,Graduate,2,NBFC,HDB financial services ,01-Feb,7K-10K,Consultant / Partners,Personal Loans;Others;,INR 50K - INR 2L,3 - 4 members,1,4,Mass Affluent Housing,17-03-22,6266,160014,160022,1
EMP0305,DST,Full Time,Graduate,7,others,RELIANCE JIO INFOCOM PVT LTD,01-Feb,3K-7K,Referral,MSME / SME Loans;,INR 50K and below,3 - 4 members,1,2,Business Loans,30-01-23,6058,638004,638011,1
EMP0344,DST,Full Time,Graduate,31032023,others,Credit Access Gramin ltd,5+,3K-7K,others,Housing Loans;,INR 5L - INR 15L,3 - 4 members,0,3,Affordable Housing,31-03-22,6196,444107,425001,1
EMP0016,DST,Full Time,Graduate,6,NBFC,SHRIRAM FINANCE LTD ,01-Feb,Above 10K,Advertisement / Job Portal,Car Loans / Used Car Loans;,INR 15L and above,3 - 4 members,1,1,Sales,01-08-22,6025,500032,500072,1
EMP0789,DST,,,,NBFC,,,Above 10K,Referral,Housing Loan,INR 10L and above,3 - 4 members,,2,Mass Affluent Housing,23-06-22,6022,507304,500035,1
EMP0671,DST,Full Time,Post Graduate,0,Others,No,0 / Fresher,Nil,Referral,Others;Personal Loans;,INR 50K and below,1 - 2 members,1,2,Affordable Housing,03-04-23,6262,229010,229001,0
EMP0787,DST,,,,NBFC,,,3K-7K,External consultant,Housing Loan,INR 10L and above,5 & Above members,,2,Budget Housing,08-05-23,6023,508253,500062,1
EMP0457,DST,Full Time,Graduate,5,Banking,Capital small finance bank ,01-Feb,3K-7K,Referral,Housing Loans;MSME / SME Loans;,INR 15L and above,5 & above members,4,2,Affordable Housing,17-01-22,6278,141001,141001,0
EMP0065,DST,Full Time,Post Graduate,4,NBFC,HDB Financial Services ,01-Feb,Above 10K,Direct Application,Personal Loans;,INR 50K - INR 2L,1 - 2 members,2,1,Affordable Housing,15-12-22,6244,457001,457001,0
EMP0103,DST,Full Time,Post Graduate,10,others,Heiching Vivo India Pvt Ltd ,01-Feb,Above 10K,Referral,Others;, INR 2L - INR 5L,5 & Above members,0,4,Sales,21-08-23,6291,110094,121002,1
EMP0837,DST,,,,NBFC,,,Above 10K,Referral,Personal Loan,INR 10L and above,1 - 2 members,,2,Sales,15-12-22,6386,560037,560010,1
EMP0375,DST,Full Time,Graduate,3,Banking,AXIS BANK ,01-Feb,3K-7K,Referral,MSME / SME Loans;Others;,INR 15L and above,5 & Above members,2,3,Affordable Housing,01-12-22,6111,573121,577101,0
EMP0567,DST,Full Time,Graduate,0,Others,,0 / Fresher,Nil,Referral,Others;Housing Loans;,Fresher,5 & Above members,2,3,Affordable Housing,23-06-22,6091,587115,587101,0
EMP0278,DST,Full Time,Under Graduate,7,Banking,IDFC FIRST'BANK,03-May,Above 10K,Advertisement / Job Portal,Personal Loans;,INR 5L - INR 15L,1 - 2 members,1,2,Sales,03-11-23,6048,620006,620001,1
EMP0374,DST,Full Time,Graduate,8,NBFC,ziploan,5+,7K-10K,Referral,MSME / SME Loans;Personal Loans;,INR 15L and above,5 & above members,2,2,Business Loans,21-04-22,2241,110092,110055,1
EMP0218,DST,Full Time,Graduate,6,others,Reliance Retail Limited ,03-May,3K-7K,Referral,FMCG;, INR 2L - INR 5L,3 - 4 members,1,2,Affordable Housing,11-05-23,6425,600081,600058,0
EMP0884,DST,Full Time,Graduate,3.583333333,Banking,,01-Feb,Above 10K,External consultant,Loan Against Property/ Secured Business Loan,INR 10L and above,5 & Above members,,3,Secured Business Loan,24-03-22,6294,201014,201010,1
EMP0777,DST,,,,NBFC,,,Less than 3K,Referral,Housing Loan,INR 10L and above,1 - 2 members,,1,Affordable Housing,22-05-23,6070,682023,682025,0
EMP0238,DST,Part time,Post Graduate,6,NBFC,IKF Finance Ltd,03-May,3K-7K,Referral,Car Loans / Used Car Loans;,INR 5L - INR 15L,3 - 4 members,1,3,Sales,27-06-22,6039,600053,600045,1
EMP0064,DST,Full Time,Graduate,2,NBFC,Hindusthan micro finance ltd.,01-Feb,3K-7K,Referral,Housing Loans;, INR 2L - INR 5L,3 - 4 members,0,3,Budget Housing,19-10-23,6187,443203,431203,0
EMP0128,DST,Full Time,Graduate,7,Banking,ICICI MERCHANT SERVICES (HGS),01-Feb,3K-7K,Referral,Others;,INR 5L - INR 15L,3 - 4 members,2,2,Business Loans,07-07-22,6296,110094,110034,0
EMP0514,DST,Full Time,Graduate,12,NBFC,Neogrowth ,01-Feb,Above 10K,Others,MSME / SME Loans;Housing Loans;,INR 15L and above,1 - 2 members,1,2,Secured Business Loan,29-08-22,6298,206301,110076,0
EMP0157,DST,Full Time,Graduate,7,others,Cars 24,03-May,Above 10K,Direct Application,Car Loans / Used Car Loans;,INR 15L and above,3 - 4 members,1,3,Sales,12-05-22,6035,600078,600010,0
EMP0517,DST,Full Time,Graduate,10,NBFC,SBI securities ,03-May,3K-7K,Direct Application,Housing Loans;Others;,INR 5L - INR 15L,3 - 4 members,0,4,Affordable Housing,12-06-23,6257,226003,226001,0
EMP0491,DST,Full Time,Others,2,Others,Sri Vijaya bio fertilizer ,01-Feb,3K-7K,Consultant / Partners,Others;Current / Saving account [CASA];,Fresher,3 - 4 members,5,4,Affordable Housing,18-07-22,6017,503224,503001,1
EMP0870,DST,Full Time,Graduate,2.419166667,Banking,,01-Feb,7K-10K,Referral,,INR 10L and above,5 & Above members,,2,Mass Affluent Housing,20-04-23,6428,380001,382405,0
EMP0445,DST,Full Time,Post Graduate,6,Others,JMRC & CO.,01-Feb,Nil,Referral,Others;Housing Loans;,INR 50K - INR 2L,5 & above members,2,1,Sales,12-06-23,6145,313201,313011,1
EMP0905,DST,,,,NBFC,,,3K-7K,Referral,Unsecure Business Loan,INR 10L and above,3 - 4 members,,0,Business Loans,02-02-23,6386,560010,560010,1
EMP0362,DST,Full Time,Graduate,1,Banking,Axis Bank Ltd ,01-Feb,Above 10K,Referral,Others;,INR 15L and above,3 - 4 members,1,2,Affordable Housing,10-11-23,6141,306104,306401,1
EMP0680,DST,Full Time,Graduate,6,Banking,Iprocess Pvt Ltd ,03-May,Above 10K,Referral,Housing Loans;Others;,INR 15L and above,3 - 4 members,0,3,Mass Affluent Housing,20-10-22,6257,226017,226001,1
EMP0044,DST,Full Time,Graduate,0,others,,0 / Fresher,Nil,Campus,Others;,Fresher,3 - 4 members,2,3,Affordable Housing,17-11-23,6005,530040,530016,1
EMP0396,DST,Full Time,Graduate,6.6,NBFC,Bajaj finserve,01-Feb,Above 10K,Referral,Personal Loans;Others;,INR 50K and below,3 - 4 members,1,3,Affordable Housing,19-12-22,6019,506142,506001,0
EMP0252,DST,Full Time,Graduate,2,NBFC,Hdb financial services ,03-May,Above 10K,Direct Application,MSME / SME Loans;Personal Loans;,INR 15L and above,3 - 4 members,1,4,Business Loans,09-05-22,6043,641010,641012,1
EMP0258,DST,Full Time,Graduate,2,others,"State Institute of Rural Development, Tamil Nadu ",01-Feb,3K-7K,Referral,Others;,Fresher,3 - 4 members,2,2,Affordable Housing,09-08-22,6037,600077,600116,0
EMP0772,DST,,,,Others,,,Nil,Referral,Housing Loan,INR 5L - INR 10L,5 & Above members,,2,Mass Affluent Housing,15-06-23,6070,683102,682025,0
EMP0276,DST,Full Time,Under Graduate,2,NBFC,HDB financial services pvt ltd,01-Feb,3K-7K,Direct Application,Personal Loans;,INR 50K - INR 2L,3 - 4 members,0,4,Mass Affluent Housing,10-11-23,6030,605001,605005,0
EMP0246,DST,Full Time,Post Graduate,5,NBFC,Shriram city Union,03-May,3K-7K,Advertisement / Job Portal,Others;,INR 15L and above,3 - 4 members,1,2,Mass Affluent Housing,17-03-22,6052,626101,626117,0
EMP0591,DST,Full Time,Post Graduate,7,NBFC,Growth souce financial technology pvt ltd,01-Feb,Above 10K,Referral,MSME / SME Loans;Personal Loans;,INR 15L and above,3 - 4 members,0,6,Business Loans,24-11-21,2108,302017,302015,0
EMP0026,DST,Full Time,Graduate,3,NBFC,Sbfc finance limited,01-Feb,3K-7K,Referral,Housing Loans;MSME / SME Loans;,INR 15L and above,3 - 4 members,1,1,Mass Affluent Housing,09-03-23,6264,274149,273001,1
EMP0289,DST,Full Time,Graduate,6,others,Mahindra Logistics Limited ,03-May,Nil,Consultant / Partners,Others;,Fresher,5 & Above members,2,2,Affordable Housing,07-07-22,6410,600055,600054,0
EMP0857,DST,Full Time,Graduate,2,Others,,0 / Fresher,3K-7K,Referral,Housing Loan,INR 10L and above,5 & Above members,,4,Affordable Housing,30-01-23,6368,585308,562114,0
EMP0243,DST,Full Time,Under Graduate,2,Non NBFC,IIFL HOME FINANCE LIMITED ,03-May,Above 10K,Direct Application,MSME / SME Loans;,INR 15L and above,3 - 4 members,10000,3,Affordable Housing,10-11-23,6050,630307,630002,0
EMP0425,DST,Full Time,Graduate,1.5,NBFC,Shriram transport finance limited ,01-Feb,3K-7K,Referral,Others;MSME / SME Loans;,INR 5L - INR 15L,3 - 4 members,1,3,Sales,12-12-23,6001,518422,518001,1
EMP0486,DST,Full Time,Post Graduate,3,NBFC,"HERO FINCORP LTD,BAJAJ ALLIANZ LIFE INSURANCE, SHRIRAM TRANSPORT FINANCE LTD",03-May,3K-7K,Consultant / Partners,Car Loans / Used Car Loans;Others;,INR 15L and above,3 - 4 members,1,2,Affordable Housing,03-04-23,6436,413501,413501,1
EMP0193,DST,Full Time,Graduate,7,others,Aadhi cars pvt Ltd ,01-Feb,Above 10K,Referral,Others;,INR 15L and above,5 & Above members,1,2,Sales,06-07-23,6043,641104,641012,1
EMP0328,DST,Full Time,Graduate,4,NBFC,IDFC FIRST BHARAT,03-May,Above 10K,Consultant / Partners,Others;Current / Savings account [CASA];Personal Loans;,INR 15L and above,3 - 4 members,1,3,Business Loans,20-10-21,6294,201301,201010,1
EMP0839,DST,,,,NBFC,,,Above 10K,Referral,Housing Loan,INR 10L and above,3 - 4 members,,0,Budget Housing,23-03-23,6266,140604,160022,0
EMP0381,DST,Full Time,Graduate,3,others,Khodiyar auto parts pvt ltd,03-May,Nil,Advertisement / Job Portal,Others;,INR 50K and below,1 - 2 members,15000,1,Affordable Housing,13-04-23,6298,224201,110076,0
EMP0459,DST,Full Time,Graduate,5,Banking,IDBI Bank ,01-Feb,7K-10K,Referral,Others;Current / Saving account [CASA];, INR 2L - INR 5L,3 - 4 members,1,3,Affordable Housing,05-05-22,6189,410505,410501,1
EMP0259,DST,Full Time,Post Graduate,4,Banking,Hdfcbank ,5+,Above 10K,Direct Application,MSME / SME Loans;,INR 15L and above,1 - 2 members,1,2,Sales,12-10-23,6045,642103,642126,0
EMP0237,DST,Full Time,Post Graduate,1,NBFC,Hinduja housing finance,01-Feb,Nil,Referral,Housing Loans;,INR 5L - INR 15L,3 - 4 members,2,3,Affordable Housing,13-02-23,6034,625003,600024,1
EMP0844,DST,,,,Others,,,7K-10K,Referral,Housing Loan,INR 10L and above,5 & Above members,,0,Affordable Housing,17-11-22,6266,140301,160022,0
EMP0129,DST,Full Time,Post Graduate,0,others,nokia and l&T,0 / Fresher,Nil,Referral,Others;,Fresher,3 - 4 members,1,3,Sales,26-10-23,6035,600004,600010,0
EMP0584,DST,Full Time,Post Graduate,10,NBFC,Shriram transport finance ,01-Feb,7K-10K,Referral,Car Loans / Used Car Loans;Others;,INR 15L and above,5 & Above members,1,3,Sales,04-07-22,6256,224129,226010,0
EMP0389,DST,Full Time,Diploma Holders,2,NBFC,Shriram housing finance Ltd ,01-Feb,7K-10K,Referral,Housing Loans;MSME / SME Loans;,INR 15L and above,3 - 4 members,1,2,Affordable Housing,03-11-23,6181,414002,414001,1
EMP0824,DST,Full Time,Graduate,0,NBFC,,0 / Fresher,7K-10K,Referral,Housing Loan, INR 2L - INR 5L,1 - 2 members,,2,Affordable Housing,30-06-22,6382,248196,248198,0
EMP0833,DST,,,,NBFC,,,Above 10K,Referral,Housing Loan,INR 50K and below,5 & Above members,,3,Affordable Housing,08-05-23,6367,560010,562123,0
EMP0009,DST,Full Time,Graduate,13,Insurance,Manipal cigna,5+,7K-10K,Referral,Housing Loans;,INR 15L and above,1 - 2 members,1,2,Affordable Housing,25-08-22,6067,695003,695014,0
EMP0566,DST,Full Time,Graduate,2,Banking,HDFC,01-Feb,7K-10K,Consultant / Partners,Current / Saving account [CASA];Others;,INR 5L - INR 15L,3 - 4 members,1,1,Affordable Housing,01-08-22,6025,502319,500072,0
EMP0203,DST,Full Time,Graduate,3,Banking,ICICI BANK (IPROCESS),03-May,3K-7K,Referral,MSME / SME Loans;,INR 15L and above,3 - 4 members,1,2,Secured Business Loan,27-06-22,6035,600039,600010,1
EMP0456,DST,Full Time,Post Graduate,0.4,NBFC,IIFL Housing Finance Limited ,03-May,3K-7K,Others,Housing Loans;MSME / SME Loans;,INR 5L - INR 15L,5 & above members,1,3,Affordable Housing,23-03-23,6372,305901,305901,0
EMP0041,DST,Full Time,Post Graduate,8,NBFC,TVS CREDIT SERVICE PVT LTD ,01-Feb,Above 10K,Referral,Others;,INR 50K - INR 2L,5 & Above members,0,4,Secured Business Loan,16-02-23,6019,506145,506001,1
EMP0854,DST,Full Time,Graduate,6,NBFC,,0 / Fresher,Above 10K,Referral,Used Car Loan,INR 5L - INR 10L,3 - 4 members,,3,Sales,14-03-22,6294,201301,201010,0
EMP0843,DST,,,,NBFC,,,Above 10K,External consultant,Loan Against Property/ Secured Business Loan,INR 10L and above,3 - 4 members,,2,Secured Business Loan,03-03-22,6296,110027,110034,1
EMP0701,DST,Full Time,Graduate,1,Banking,HDB,01-Feb,Less than 3K,Others,Personal Loans;Others;,INR 50K - INR 2L,5 & Above members,3,0,Mass Affluent Housing,06-06-22,6025,500037,500072,1
EMP0126,DST,Full Time,Post Graduate,7,Banking,ICICI BANK ,5+,Above 10K,others,Housing Loans;,INR 15L and above,5 & Above members,50000,1,Mass Affluent Housing,27-04-23,6263,221010,221010,0
EMP0574,DST,Full Time,Post Graduate,10,Insurance,Edelweiss tokio Life insurance company Ltd ,5+,Above 10K,Referral,Others;Housing Loans;, INR 2L - INR 5L,5 & Above members,2,3,Affordable Housing,30-03-23,6215,781171,781007,0
EMP0490,DST,Full Time,Graduate,4,Banking,Yes bank ,03-May,Above 10K,Referral,Housing Loans;MSME / SME Loans;,INR 15L and above,5 & above members,2,1,Mass Affluent Housing,19-09-22,6147,421301,,0
EMP0892,DST,,,0,NBFC,,0 / Fresher,Above 10K,Referral,Personal Loan,INR 10L and above,3 - 4 members,,1,Sales,12-12-22,6386,560026,560010,0
EMP0094,DST,Full Time,Graduate,2,Banking,IDFC FIRST BANK LTD,01-Feb,7K-10K,Referral,MSME / SME Loans;, INR 2L - INR 5L,1 - 2 members,1,2,Affordable Housing,15-05-23,6204,444602,444605,1
EMP0471,DST,Full Time,Graduate,4,NBFC,Yogakshemam loans pvt ltd,01-Feb,3K-7K,Referral,Others;Personal Loans;,INR 50K - INR 2L,3 - 4 members,1,2,Affordable Housing,26-12-22,6369,679535,680503,0
EMP0075,DST,Full Time,Graduate,14,NBFC,Muthoot finance ,03-May,3K-7K,Consultant / Partners,Others;,INR 50K - INR 2L,5 & Above members,0,5,Affordable Housing,08-05-23,6073,688521,688004,0
EMP0558,DST,Full Time,Post Graduate,3,NBFC,aavas housing finance ltd,03-May,3K-7K,Consultant / Partners,Housing Loans;MSME / SME Loans;,INR 5L - INR 15L,5 & Above members,4,4,Mass Affluent Housing,07-03-22,6258,262701,261001,0
EMP0340,DST,Full Time,Post Graduate,3,others,All Tigaya Markeiting Pvt Ltd ,0 / Fresher,Above 10K,Referral,Housing Loans;,Fresher,3 - 4 members,1,1,Affordable Housing,19-10-23,6372,305901,305901,0
EMP0175,DST,Full Time,Graduate,16,others,Vodafone ,03-May,3K-7K,others,Others;,Fresher,3 - 4 members,0,3,Affordable Housing,03-11-22,6133,301001,301001,1
EMP0610,DST,Full Time,Graduate,9,NBFC,HDB Financial Services Pvt Ltd,03-May,Above 10K,Referral,Personal Loans;Housing Loans;,INR 5L - INR 15L,5 & Above members,0,5,Sales,27-02-23,6039,600100,600045,0
EMP0726,DST,,,,NBFC,,,3K-7K,External consultant,Housing Loan, INR 2L - INR 5L,5 & Above members,,5,Affordable Housing,09-08-22,2088,400097,400063,0
EMP0240,DST,Full Time,Under Graduate,2,Insurance,HDFC life ,01-Feb,3K-7K,Referral,Housing Loans;MSME / SME Loans;,INR 15L and above,1 - 2 members,1,0,Affordable Housing,12-07-22,6039,600041,600045,0
EMP0364,DST,Full Time,Graduate,2,Banking,DHFL,03-May,Nil,Referral,Others;,INR 15L and above,3 - 4 members,1,2,Affordable Housing,10-07-23,6425,600077,600058,0
EMP0880,DST,Full Time,Graduate,7.666666667,NBFC,,01-Feb,Less than 3K,Referral,Used Car Loan,INR 50K and below,1 - 2 members,,1,Affordable Housing,29-06-23,6460,609810,609001,1
EMP0885,DST,Full Time,Graduate,6.333333333,NBFC,,01-Feb,Above 10K,Referral,Unsecure Business Loan,INR 10L and above,5 & Above members,,6,Business Loans,11-05-23,2241,110094,110055,1
EMP0154,DST,Full Time,Post Graduate,6,Banking,HDFC sale's ,01-Feb,Above 10K,Referral,Housing Loans;MSME / SME Loans;,INR 50K - INR 2L,3 - 4 members,2,2,Mass Affluent Housing,12-01-23,2162,422006,422005,1
EMP0484,DST,Full Time,Graduate,4,NBFC,Cholamandalam investment and finance limited ,03-May,7K-10K,Consultant / Partners,Housing Loans;MSME / SME Loans;,INR 5L - INR 15L,3 - 4 members,1,2,Affordable Housing,26-06-23,6444,629164,629165,0
EMP0894,DST,Full Time,Post Graduate,3.833333333,NBFC,,03-May,7K-10K,Referral,Housing Loan,INR 10L and above,5 & Above members,,3,Affordable Housing,21-03-22,6306,201001,201002,1
EMP0383,DST,Full Time,Graduate,5,NBFC,Bajaj Finance Ltd ,01-Feb,Above 10K,Referral,Housing Loans;MSME / SME Loans;,INR 15L and above,1 - 2 members,0,1,Affordable Housing,06-10-22,6196,425001,425001,1
EMP0173,DST,Part time,Post Graduate,10,NBFC,Adani housing finance ltd,03-May,3K-7K,Referral,Housing Loans;MSME / SME Loans;,INR 50K and below,3 - 4 members,10000,4,Affordable Housing,27-07-23,6374,323001,323001,0
EMP0790,DST,Full Time,Graduate,6.583333333,NBFC,,03-May,Above 10K,External consultant,Housing Loan,INR 10L and above,3 - 4 members,,3,Affordable Housing,17-11-23,6266,140603,160022,1
EMP0797,DST,Full Time,Post Graduate,3.416666667,NBFC,,03-May,3K-7K,Referral,Housing Loan,INR 10L and above,3 - 4 members,,3,Mass Affluent Housing,05-01-23,6020,500013,500029,0
EMP0611,DST,Full Time,Graduate,3.5,Banking,EQUITAS SMALL FINANCE BANK,01-Feb,3K-7K,Consultant / Partners,MSME / SME Loans;Others;,INR 50K - INR 2L,5 & Above members,500000,3,Business Loans,26-05-22,2180,411060,411004,1
EMP0017,DST,Full Time,Post Graduate,6,NBFC,Piramal Finance selaes and service,03-May,Less than 3K,others,Housing Loans;MSME / SME Loans;,INR 15L and above,3 - 4 members,3,2,Affordable Housing,05-10-23,6283,144021,144001,0
EMP0101,DST,Full Time,Graduate,6,Banking,Dhfl ,01-Feb,7K-10K,Direct Application,Housing Loans;,INR 50K and below,5 & Above members,3,6,Mass Affluent Housing,08-12-21,6007,530027,530026,0
EMP0718,DST,,,,NBFC,,,7K-10K,Referral,Housing Loan,INR 10L and above,3 - 4 members,,2,Mass Affluent Housing,27-03-23,6261,208011,208001,0
EMP0200,DST,Full Time,Graduate,1,NBFC,Axis Bank ,0 / Fresher,Above 10K,Referral,Personal Loans;,Fresher,5 & Above members,60000,2,Mass Affluent Housing,19-10-23,6431,603103,603103,1
EMP0308,DST,Full Time,Under Graduate,4,Banking,Karur Vysya Bank,03-May,3K-7K,Referral,Housing Loans;,INR 15L and above,3 - 4 members,2,2,Affordable Housing,01-12-23,6030,605014,605005,1
EMP0307,DST,Full Time,Post Graduate,8,Banking,IDFC FIRST BANK LTD ,01-Feb,Above 10K,Direct Application,Personal Loans;,INR 15L and above,5 & Above members,1,4,Sales,15-12-22,6059,636122,636004,0
EMP0405,DST,Full Time,Graduate,5,NBFC,Dewan Housing Finance Corporation Ltd.,01-Feb,7K-10K,Referral,Housing Loans;, INR 2L - INR 5L,5 & Above members,1,4,Affordable Housing,04-04-22,6259,230001,227405,0
EMP0391,DST,Full Time,Graduate,3.4,Banking,ICICI BANK LTD ,01-Feb,3K-7K,Direct Application,Personal Loans;,INR 50K - INR 2L,3 - 4 members,2,0,Sales,05-12-23,6120,425412,395001,0
EMP0135,DST,Full Time,Under Graduate,1,Insurance,Bajaj finance LTD,01-Feb,Above 10K,Referral,Car Loans / Used Car Loans;, INR 2L - INR 5L,3 - 4 members,2,4,Sales,05-10-23,6096,582102,580029,0
EMP0825,DST,Full Time,Graduate,3.5,NBFC,,01-Feb,3K-7K,Referral,Housing Loan,INR 10L and above,1 - 2 members,,2,Mass Affluent Housing,22-08-22,6246,248121,248001,0
EMP0151,DST,Full Time,Graduate,3,Banking,Axis Bank ,01-Feb,3K-7K,Referral,Housing Loans;,INR 15L and above,1 - 2 members,0,2,Affordable Housing,05-10-23,6057,628008,628008,0
EMP0737,DST,,,,Others,,,Nil,Referral,Personal Loan,Fresher,5 & Above members,,5,Sales,03-11-23,6296,201001,110034,1
EMP0704,DST,Full Time,Diploma Holders,5,Banking,ICICI BANK LTD [ I-PROCESS SERVICES (INDIA) PVT LTD ],01-Feb,7K-10K,Direct Application,Car Loans / Used Car Loans;Others;,INR 5L - INR 15L,1 - 2 members,1,1,Sales,19-01-22,6120,395009,395001,1
EMP0831,DST,Full Time,Graduate,5.633333333,NBFC,,01-Feb,Nil,Referral,Housing Loan,INR 10L and above,5 & Above members,,2,Mass Affluent Housing,18-05-23,6294,110051,201010,0
EMP0453,DST,Full Time,Post Graduate,2,Non NBFC,Reliance SMSL Pvt Ltd ,01-Feb,3K-7K,Consultant / Partners,Others;FMCG;,INR 50K and below,3 - 4 members,1,3,Mass Affluent Housing,14-03-22,6297,243504,110050,0
EMP0309,DST,Full Time,Graduate,3,Banking,IDBI Bank,03-May,Above 10K,Referral,Housing Loans;, INR 2L - INR 5L,3 - 4 members,1,2,Affordable Housing,28-11-22,6046,625001,625002,0
EMP0382,DST,Full Time,Graduate,5,NBFC,POONAWALLA FINCORP LTD,03-May,Above 10K,Referral,Car Loans / Used Car Loans;,INR 5L - INR 15L,5 & Above members,2,3,Sales,25-10-21,2241,110096,110055,1
EMP0134,DST,Full Time,Graduate,12,Banking,Rbl bank ltd,01-Feb,7K-10K,others,Current / Savings account [CASA];,INR 15L and above,3 - 4 members,1,3,Mass Affluent Housing,20-02-23,2241,110015,110055,1
EMP0081,DST,Full Time,Post Graduate,2,others,Vrfa,01-Feb,Nil,Referral,Housing Loans;MSME / SME Loans;,Fresher,5 & Above members,0,3,Affordable Housing,28-09-23,6105,571313,570004,0
EMP0060,DST,Full Time,Graduate,1,others,G-plus enterprises,01-Feb,3K-7K,Advertisement / Job Portal,Others;, INR 2L - INR 5L,3 - 4 members,25000,2,Affordable Housing,02-02-23,6075,685585,685584,0
